"station_id","network_id","station_full_name","site_lon","site_lat","operational_from","operational_to","permanent_installation","oceanops_ref","wmo_code","wigos_id","EDMO_code","summary","DoA_estimation_method","calibration_type","calibration_link","last_calibration_date","institution_name","institution_website","manufacturer","transmit_central_frequency","number_of_transmit_antennas","number_of_receive_antennas","temporal_resolution","radial_QC_velocity_threshold","radial_QC_variance_threshold","radial_QC_temporal_derivative_threshold","radial_QC_median_filter_RCLim","radial_QC_median_filter_AngLim","radial_QC_median_filter_CurLim","radial_QC_average_radial_bearing_min","radial_QC_average_radial_bearing_max","radial_QC_radial_count_threshold","number_of_range_cells","EU_HFR_processing_flag","connected_to_NRT","connected_to_REP","radial_input_folder_path","radial_HFRnetCDF_folder_path","SDC_distribution_flag","SDC_OpenDAP_data_url","SDC_folder_path"
"SGRV","HFR-US-EastGulfCoast","Singing River","-88.5686","30.3339","2010-04-29",NULL,"1",NULL,NULL,NULL,"3837","The data set consists of maps of radial velocity of the sea water surface current collected at Singing River, MS (SGRV) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Southern Mississippi (USM)","https://www.usm.edu/","Codar","4.75","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"SHEL","HFR-US-WestCoast","Shelter Cove","-124.079","40.0334","2010-08-22",NULL,"1",NULL,NULL,NULL,"3645","The data set consists of maps of radial velocity of the sea water surface current collected at Shelter Cove (SHEL) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Bodega Marine Laboratory (BML)","https://marinescience.ucdavis.edu/bml/about","Codar","4.785","1","1","60","5","1","2","5","30","3","0","360","200","240","1","0","0",,,"0",,
"SILD","HFR-US-EastGulfCoast","Staten Island","-74.1245","40.5436","2017-12-14",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Staten Island, NY (SILD) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","24.55","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"SILL","HFR-Galicia","Silleiro HF Radar","-8.9","42.11","2011-12-01",NULL,"1","6204729","6204729","0-22000-0-6204729","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Silleiro (SILL) site along the Galician coast (North Western Spain). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es","2025-03-17","PUERTOS DEL ESTADO","http://www.puertos.es","CODAR Ocean Sensors SeaSonde","4.463","1","1","60","1.2","1","1","5","30","1","240","290","200","40","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/Radials_ruv/SILL","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Galicia-SILL_v3","/home/radarcombine/EU_HFR_NODE/HFR-Galicia/SDC/Radials"
"SIMP","HFR-US-Alaska","Cape Simpson","-154.733","71.0582","2013-08-29","2019-12-09","0",NULL,NULL,NULL,"3643","The data set consists of maps of radial velocity of the sea water surface current collected at Cape Simpson (SIMP) site along the Alaskan North Slope. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Alaska Fairbanks (UAF)","https://www.uaf.edu/uaf/","Codar","4.55","1","1","60","5","1","2","5","30","3","0","360","200","350","1","0","0",,,"0",,
"SISL","HFR-US-EastGulfCoast","Silver Slipper Casino","-89.4239","30.2392","2017-09-15",NULL,"1",NULL,NULL,NULL,"3837","The data set consists of maps of radial velocity of the sea water surface current collected at Silver Slipper Casino, MS (SISL) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Southern Mississippi (USM)","https://www.usm.edu/","Codar","25.4","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"SLAT","HFR-Vestlandet","Slatteroy","5.067","59.909","2023-10-08",NULL,"1","6301851","6301851","0-22000-0-6301851","1212","The data set consists of maps of radial velocity of the sea water surface current at Slåtterøy (SLAT) site along the Western coast of Norway. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","terjeb@met.no","2023-10-08","Norwegian Meteorological Institute","http://www.met.no","Codar","4.4505","2","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Radials_ruv/SLAT","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Vestlandet-SLAT_v3","/home/radarcombine/EU_HFR_NODE/HFR-Vestlandet/SDC/Radials"
"SLID","HFR-US-WestCoast","Slide Ranch","-122.598","37.8725","2017-01-01",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Slide Ranch, CA (SLID) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","12.157","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"SNI1","HFR-US-WestCoast","San Nicolas Island","-119.522","33.2805","2009-09-10",NULL,"1",NULL,NULL,NULL,"3820","The data set consists of maps of radial velocity of the sea water surface current collected at San Nicolas Island, CA (SNI1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of California, Santa Barbara (UCSB)","https://www.ucsb.edu/","Codar","13.44","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"SOPU","HFR-CALYPSO","Ta' Sopu","14.3083","36.0564","2012-07-01",NULL,"1","6103597","6103597","0-22000-0-6103597","708","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars of the CALYPSO High Frequency Radar Network at Ta' Sopu (SOPU) site in the Malta Channel. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","adam.gauci@um.edu.mt","2018-07-11","University of Malta","https://www.calypsosouth.eu","Codar","13.5","1","1","60","1","1","1","5","30","1","0","15","200","67","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_ruv/SOPU","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-CALYPSO-SOPU_v3",
"SORR","HFR-GoN","Sorrento","14.3397","40.6268","2004-11-01","2015-01-06","1","6103587","6103587","0-22000-0-6103587","234","The data set consists of maps of radial velocity of the sea water surface current collected at Sorrento (SORR) site in the Gulf of Naples. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","pierpaolo.falco@uniparthenope.it",NULL,"University of Naples Parthenope","https://www.uniparthenope.it/","Codar","25.2","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0","/home/radarcombine/EU_HFR_NODE/HFR_GoN/Radials_ruv/SORR","/home/radarcombine/EU_HFR_NODE/HFR_GoN/Radials_nc","0",,
"SPID","HFR-IrelandWestCoast","Spiddle","-9.3028","53.2428","2012-03-01",NULL,"1","6204714","6204714","0-22000-0-6204714","774","The data set consists of maps of radial velocity of the sea water surface current collected at Spiddle (SPID) site along the Western coast of Ireland. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","michael.hartnett@nuigalway.ie",NULL,"National University of Ireland Galway","https://www.nuigalway.ie","Codar","25","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0",,,"0",,
"SPIN","HFR-GoS","Spineta","14.8862","40.5765","2025-05-15",NULL,"1",,,,"5921","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the Gulf of Salerno (Tyrrhenian Sea) at Spineta (SPIN) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","mauro.caccavale@na.ismar.cnr.it",NULL,"National Research Council - Institute of Marine Science, S.S. Napoli","http://www.ismar.cnr.it/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-GoS/Radials_ruv/SPIN","/home/radarcombine/EU_HFR_NODE/HFR-GoS/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-GoS-SPIN_v3","/home/radarcombine/EU_HFR_NODE/HFR-GoS/SDC/Radials"
"SPRK","HFR-US-EastGulfCoast","Seaside Park","-74.0726","39.9325","2011-03-15",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Seaside Park, NJ (SPRK) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","13.45","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"SQUB","HFR-US-EastGulfCoast","Squibnocket Farms","-70.7676","41.3066","2014-08-29","2020-03-07","0",NULL,NULL,NULL,"3844","The data set consists of maps of radial velocity of the sea water surface current collected at Squibnocket Farms, MA (SQUB) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Woods Hole Oceanographic Institution (WHOI)","https://www.whoi.edu/","Codar","25.4","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"SSD1","HFR-US-WestCoast","Summerland Sanitary District","-119.596","34.419","2005-04-12",NULL,"1",NULL,NULL,NULL,"3820","The data set consists of maps of radial velocity of the sea water surface current collected at Summerland Sanitary District (SSD1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of California, Santa Barbara (UCSB)","https://www.ucsb.edu/","Codar","13.5","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"SSDE","HFR-US-EastGulfCoast","Surfside","-95.2155","29.0077","2016-06-07",NULL,"1",NULL,NULL,NULL,"3814","The data set consists of maps of radial velocity of the sea water surface current collected at Surfside, TX (SSDE) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Texas A&M University (TAMU)","https://www.tamu.edu/","Codar","4.45","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"STF ","HFR-US-EastGulfCoast","Dania Beach","-80.1167","26.083","2009-04-17",NULL,"1",NULL,NULL,NULL,"3829","The data set consists of maps of radial velocity of the sea water surface current collected at Dania Beach, FL (STF) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Miami (UMiami)","https://welcome.miami.edu/","WERA","12.7","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"STLI","HFR-US-EastGulfCoast","Stehli Beach","-73.5873","40.9087","2008-01-23",NULL,"1",NULL,NULL,NULL,"3824","The data set consists of maps of radial velocity of the sea water surface current collected at Stehli Beach, NY (STLI) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Connecticut (U.Conn)","https://uconn.edu/","Codar","26.19","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"STNC","HFR-SPLIT","Stoncica","16.2542","43.0721","2014-04-01",NULL,"1","6103603","6103603","0-22000-0-6103603","700","The data set consists of maps of radial velocity of the sea water surface current collected at Stoncica (STNC) site in the Northern Adriatic Sea. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","dadic@izor.hr",NULL,"Institute of Oceanography and Fisheries","https://jadran.izor.hr/eng/intro.html","WERA","26.275","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0",,,"0",,
"STV2","HFR-US-WestCoast","Fort Stevens","-123.978","46.1764","2009-07-27",NULL,"1",NULL,NULL,NULL,"3807","The data set consists of maps of radial velocity of the sea water surface current collected at Fort Stevens, OR (STV2) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Oregon State University (OSU)","https://oregonstate.edu/","Codar","12.157","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"SUBR","HFR-Vigo","SUBRIDO","-8.86422","42.2474","2010-04-01","2016-05-27","1","6204735","6204735","0-22000-0-6204735","2163",,"Direction Finding","APM","none","2012-12-13","University of Vigo","http://eddy.uvigo.es/","CODAR","46.8","1","1","30","1.2","1","1","1","30","1","0","0","2000","49","0","0","1","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_ruv\SUBR","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_nc","0",,
"SUMB","HFR-Brahan","Sumburgh station","-1.28","59.85","2013-09-01","2014-08-09","0","6402810","6402810","0-22000-0-6402810","2135","The data set consists of maps of radial velocity of the sea water surface current collected at Sumburgh (SUMB) site in Scottish waters, in the area around Orkney and Shetland. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","ms.reception@scotland.gsi.gov.uk",NULL,"Marine Scotland Science","https://data.marine.gov.scot/","CODAR","4.5","1","1","60","1.2","1","1","5","30","1","0","360","200","40","0","0","0",,,"0",,
"SUNS","HFR-US-EastGulfCoast","Sunset Beach Resort, Cape Charles","-75.9721","37.1379","2011-06-13",NULL,"1",NULL,NULL,NULL,"3806","The data set consists of maps of radial velocity of the sea water surface current collected at Sunset Beach Resort, Cape Charles, VA (SUNS) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Old Dominion University (ODU)","https://www.odu.edu/","Codar","25.6","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"SVIN","HFR-LaMMA","San Vincenzo","10.5368","43.0982","2015-04-18",NULL,"1","6103579","6103579","0-22000-0-6103579","5064","The data set consists of maps of radial velocity of the sea water surface current collected at San Vincenzo (SVIN) site in the Tuscany Archipelago (Tyrrhenian Sea). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","boccacci@lamma.rete.toscana.it","2018-04-18","Consorzio LaMMA","http://www.lamma.rete.toscana.it","CODAR","13.5","1","1","60","1.2","1","1.2","5","30","1","250","360","200","100","1","0","0","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_ruv/SVIN","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-LaMMA-SVIN_v3","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/SDC/Radials"
"SWPP","HFR-US-EastGulfCoast","Southwest Pass","-89.4064","28.932","2019-08-22",NULL,"1",NULL,NULL,NULL,"3399","The data set consists of maps of radial velocity of the sea water surface current collected at Southwest Pass, LA (SWPP) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Fugro Geoconsulting Inc","http://www.fugrogeoconsulting.com/","Codar","4.49","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"SYLT","HFR-COSYNA","Sylt","8.2828","54.7897","2007-02-09",NULL,"1","6204705","6204705","0-22000-0-6204705","2842","The data set consists of maps of radial velocity of the sea water surface current collected at Sylt (SYLT ) site in the German Bight (North Sea). Data are averaged over a time interval of 20 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","jochen.horstmann@hzg.de","2007-02-09","Helmholtz Zentrum Geesthacht","https://www.hzg.de","WERA","12.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/Radials_asc/SYLT","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-COSYNA-SYLT_v3","/home/radarcombine/EU_HFR_NODE/HFR-COSYNA/SDC/Radials"
"TALI","HFR-PLOCAN","Taliarte","-15.368","27.9925","2017-10-13",NULL,"1","1302556","1302556","0-22000-0-1302556","3497","The data set consists of maps of radial velocity of the sea water surface current collected at PLOCAN shore facility (TALI) site in the North-East coast of Gran Canaria (Atalntic Ocean). Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","javier.gonzalez@plocan.eu","2024-08-01","PLOCAN","www.plocan.eu","Codar","25.95","1","1","60","1.2","1","1","5","30","1","70","120","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/Radials_ruv/TALI","/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-PLOCAN-TALI_v3","/home/radarcombine/EU_HFR_NODE/HFR-PLOCAN/SDC/Radials"
"TARI","HFR-Gibraltar","TARI","-5.609","36.001","2011-05-01",NULL,"1","6103607","6103607","0-22000-0-6103607","2751","The data set consists of maps of radial velocity of the sea water surface current collected at Tarifa (TARI) site in the Strait of Gibraltar. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","maribel@puertos.es;plorente@puertos.es","2025-03-05","PUERTOS DEL ESTADO","http://www.puertos.es","Codar","26.28","1","1","60","2.5","1","1","5","30","1","160","280","200","101","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_ruv/TARI","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Gibraltar-TARI_v3","/home/radarcombine/EU_HFR_NODE/HFR-Gibraltar/SDC/Radials"
"TINL","HFR-LaMMA","Isola del Tino","9.84935","44.0265","2018-08-30",NULL,"1","6103581","6103581","0-22000-0-6103581","5064","The data set consists of maps of radial velocity of the sea water surface current collected at Isola del Tino (TINL) site in the Ligurian Sea. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","boccacci@lamma.rete.toscana.it","2018-09-10","Consorzio LaMMA","http://www.lamma.rete.toscana.it/","CODAR","13.5","1","1","60","1.2","1","1","5","30","1","210","320","200","100","1","0","0","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_ruv/TINL","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-LaMMA-TINL_v3","/home/radarcombine/EU_HFR_NODE/HFR-LaMMA/SDC/Radials"
"TINO","HFR-TirLig","Isola del Tino","9.84922","44.0264","2016-08-04",NULL,"1","6103576","6103576","0-22000-0-6103576","134","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the North-Western Tyrrhenian Sea and Ligurian Sea at Isola del Tino (TINO) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","carlo.mantovani@cnr.it","2021-07-21","National Research Council - Institute of Marine Science, S.S. Lerici","http://www.ismar.cnr.it/","Codar","26.275","1","1","60","1.2","1","1","5","30","1","175","210","200","51","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_ruv/TINO","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-TirLig-TINO_v3","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/SDC/Radials"
"TORA","HFR-Vigo","TORALLA","-8.80175","42.2014","2010-04-01","2016-05-27","1","6204733","6204733","0-22000-0-6204733","2163",,"Direction Finding","APM","none","2012-12-10","University of Vigo","http://eddy.uvigo.es/","CODAR","46.8","1","1","30","1.2","1","1","1","30","1","0","0","2000","49","0","0","1","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_ruv\TORA","C:\spiedracoba\MATLAB\Datos_HFR_Vigo\Radials_nc","0",,
"TORU","HFR-Skagerrak","Torungen","8.7923","58.3983","2016-05-25",NULL,"1","6204706","6204706","0-22000-0-6204706","1212","The data set consists of maps of radial velocity of the sea water surface current collected at Torungen (TORU) site in the Skagerrak Strait. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","terjeb@met.no","2020-07-10","Norwegian Meteorological Institute","http://www.met.no","Codar","13.5","1","1","60","1.2","1","1","5","30","1","70","130","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/Radials_ruv/TORU","/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-Skagerrak-TORU_v3","/home/radarcombine/EU_HFR_NODE/HFR-Skagerrak/SDC/Radials"
"TOSS","HFR-ICATMAR","Tossa station","2.9345","41.7155",NULL,NULL,"1","6103674","6103674","0-22000-0-6103674","5857","The data set consists of maps of radial velocity of the sea water surface current collected at Tossa (TOSS) site in the Catalan coast. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 1.3 meters of the ocean.","Direction Finding","APM","info@icatmar.cat",NULL,"Direcció General de Política Marítima i Pesca Sostenible – Generalitat de Catalunya","https://icatmar.cat","CODAR","13.5","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_ruv/TOSS","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-ICATMAR-TOSS_v3",NULL
"TRI1","HFR-NAdr","Trieste Dam ","13.7605","45.6583","2022-07-10",NULL,"1","6103612","6103612","0-22000-0-6103612","1010","The data set consists of maps of radial velocity of the sea water surface current collected at Trieste Dam (TRI1) site in the Gulf of Trieste (Northern Adriatic Sea). Data are averaged over a time interval of 30 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","simone.martini@apra.fvg.it; radar.hfl@arpa.fvg.it; lursella@ogs.it","2022-07-10","ARPA FVG","https://www.osmer.fvg.it/mare.php?ln=","WERA","24.525","1","1","30","1.2","1","1","5","30","1","0","360","200","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Radials_asc/TRI1","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-NAdr-TRI1_v3",NULL
"TRIN","HFR-US-WestCoast","Trinidad","-124.158","41.0736","2012-11-27",NULL,"1",NULL,NULL,NULL,"3645","The data set consists of maps of radial velocity of the sea water surface current collected at Trinidad, CA (TRIN) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Bodega Marine Laboratory (BML)","https://marinescience.ucdavis.edu/bml/about","Codar","4.785","1","1","60","5","1","2","5","30","3","0","360","200","275","1","0","0",,,"0",,
